0,0,0,0,0,0,0
1,30,0,0,0,0,0
1,60,0,0,0,0,0
1,30,31,366,0,0,0
1,30,31,183,0,0,0
0,0,0,0,31,366,0.05
0,0,0,0,31,183,0.05
0,0,0,0,61,366,0.05
0,0,0,0,31,366,0.1
0,0,0,0,31,183,0.1
1,30,31,366,31,366,0.05
1,30,31,366,31,183,0.05
1,30,31,366,61,366,0.05
1,30,31,366,31,366,0.1
1,30,31,366,31,183,0.1
